"RegionName","SizeRank","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06","2016-07","2016-08","2016-09","2016-10","2016-11","2016-12","2017-01","2017-02","2017-03","2017-04","2017-05","2017-06","2017-07","2017-08","2017-09","2017-10"
"Newport, TN",740,139900,143900,139900,139900,137450,134900,129900,129900,134900,129900,129900,121450,124000,109900,124900,129900,124900,119700,118450,123250,124900,128000,129000,119950,119900,119900,119900,119900,118962.5,117500,114450,109900,109900,109900,119900,124200,120000,129000,129900,129900,130000,139045,139045,139000,139900,139900,139900,139900,139900,139000,137900,139900,149900,145000,145000,149900,149900,149900,144950,139000,139900,144550,142350,149777,149838.5,149900,150000,148250,149900,145000,141250,139900,138500,134250,135000,134900,135000,135000,139900,139900,138000,144900,149000,149000,149000,149450,149900,158000,149900,149900,150000,152000,153750,154950
"Ragley, LA",741,149000,151500,151500,156500,154500,158900,157500,149900,149450,149500,150000,152500,156700,149500,149900,155000,159900,159900,159000,164500,164500,161000,161750,164680,164950,164900,159900,159900,159000,161250,160500,157000,150000,151000,154500,151000,159449.5,165750,165000,162800,162500,162800,156500,150000,151000,159900,149500,159450,155500,160000,160000,160000,163000,160000,164900,167000,167000,164950,164900,164900,165250,164900,159500,159500,164950,166000,165000,167000,162000,160000,165000,159000,160000,159900,167000,170000,172500,170000,174900,179995,184000,180500,183000,184900,173750,175000,171500,168000,169250,169925,170000,169900,169900,167500
"Lebanon, MO",742,129900,134900,135900,139900,139900,139250,139900,139250,129900,134900,129900,127950,122900,122900,126700,129900,133700,129900,129900,129900,129900,129900,124900,120950,129900,125900,120000,124300,120000,127700,128450,129900,129900,129900,129900,132450,129900,129500,129000,125000,129900,124700,124900,129900,130000,139900,129900,136750,129900,122900,122500,129900,138900,138250,130000,136900,139900,144900,144700,144200,144700,149250,149500,145900,149900,140000,139900,135000,127700,125950,125000,125000,129900,129900,134900,138900,139900,134950,134900,136700,138000,139450,139000,139000,139900,137450,137000,139000,144700,145000,149900,136450,139000,139000
"Independence, KS",743,85000,87750,85000,80000,78750,79900,78750,75500,75000,75450,77250,78250,69000,75000,72500,72750,73500,76500,79900,79900,79900,79500,79900,75200,76350,72000,69900,69900,66750,68900,65750,67000,65000,65000,66250,69900,64700,67700,78000,74900,79500,79000,78900,74900,78500,75000,69900,69500,69250,72450,77250,79900,79900,79700,79500,79900,84000,76750,78000,79250,79000,74500,72000,78000,85000,79900,79000,79900,79900,79000,76000,76000,74150,69900,74000,75000,79250,78200,79000,75000,70000,70000,65000,69900,73000,69900,70000,74700,73000,76000,74000,74250,69900,69000
"Town of Seneca Falls, NY",744,149900,149900,149900,145250,145500,145500,154900,159000,159900,159000,159000,155000,152450,155000,154900,144900,149000,149450,157000,162950,165000,165000,183500,169900,190000,190000,164900,166000,169450,169900,166000,162950,149900,147450,169900,173700,169000,153700,144500,153750,154950,149500,149250,144250,142450,140000,134900,138500,142400,139000,144900,145950,149900,139900,139000,139900,129900,136500,135000,133000,125000,119450,120000,129900,133900,126250,126750,131200,129900,133700,134900,122200,116900,129900,139450,139900,143000,146900,139900,139900,139900,134900,132000,125000,125000,129000,129900,149993.5,134950,136450,132000,139900,139900,141750
"Sulphur Springs, TX",745,127500,125000,125000,127750,124500,122880,122940,125000,125000,127500,125000,123700,123700,129450,129950,143900,159900,141450,139500,129900,122950,125000,125000,129000,131450,135450,129500,129500,132900,132900,148936,139900,135900,135900,145000,139900,143450,149000,139000,139000,139450,139900,145050,142125,139900,132000,135950,134900,130000,129900,125992,129000,129450,145950,136250,139900,139900,139900,139900,144500,149900,139500,143500,148936,148968,149000,145900,154250,162950,160500,158950,150600,159900,169000,174900,162000,160000,169500,170700,169000,159950,160000,160000,169900,179000,169900,179000,179000,169949.5,169999,175000,175000,169900,165000
"Martin, TN",746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115700,115250,119900,114900,115250,114500,109999.5,99500,102000,96200,92700,89900,95000,94500,99800,99000,99850,115000,113400,99900,109900,112000,1e+05,108000,106100,110000,110000,110000,106450,110000,119450,119900,119900,116950,129500,120950,120400,120400,115950,115000,115000,119900,124950,118950,119450,120450,123300,121000
"Susanville, CA",747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,181450,178950,189000,194900,205000,212400,200950,199000,225000,229450,215000,223700,229000,229450,219900,215000,199000
"Taylorville, IL",748,99900,116250,108700,116250,116250,110000,110000,109900,104900,112500,99900,84900,95900,82500,76500,84200,89900,90000,84950,88750,92700,94900,91450,90000,94900,97950,107400,91950,91450,86900,79900,88900,89900,94500,87900,84900,89500,87000,88250,82450,79500,79900,74950,74900,75000,74250,75900,82950,79900,81900,89900,84900,84950,88900,85450,85000,82900,79900,79900,77000,79900,80000,79900,79900,79900,79900,85000,87000,89900,89900,87950,89900,79900,76500,79000,79000,84500,84200,84700,83000,87900,87000,79900,79500,79950,82450,79900,80900,85000,89000,80500,85000,87950,84200
"Decatur, IN",749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89900,102199.5,96900,94900,94900,93000,89900,89900,89900,84900,92200,84900,93900,89900,88100,94500,94500,96900,94500,93500,89500,84900,83900,86250,87500,87000,89900,99000,99900,95000,84900,84900,84900,84900,84000,85200,89500,89250,95000,90422.5,89400,99900,99900,97500,99900
"Junction City, KS",750,142200,147000,148900,142500,144000,143500,142000,143500,143000,139900,139900,139900,144900,139900,140000,146200,144900,147500,149500,142500,145000,145000,144900,142200,145250,139900,144450,139900,139900,149900,147700,143500,142000,139900,139900,139900,135000,134900,136750,137900,139900,139900,139450,138000,137250,139900,139900,140000,140750,142900,142900,139950,143450,139900,136900,136450,131500,126400,129900,129950,131250,134900,130000,135900,135000,135000,134950,134900,134900,130000,129900,129700,126900,130000,129900,135450,135000,135000,134900,134250,134900,134900,132500,129150,134200,129900,134450,130000,131750,133250,133250,124900,117500,117700
"Effingham, IL",751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169450,165450,159950,154900,149900,149950,159900,168000,168000,159900,159450,159900,165000,170950,171400,179500,161950,159900,149900,149900,158375,159250,152400,158375,163900,159900,169750,171000,159900,149900,149900,149900,146950,149999,160271,169900,169000,164900,162400,162450,152900,158950,156900
"Valley, AL",752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84000,84700,79900,79900,79900,79900,75000,75000,75900,78900,79900,72000,75000,79900,79500,75000,84900,85000,84950,84900,89900,89900,91250,89900,92650,85000,85000,92800,89900,82400,92500,100250,96000,97950
"Butte, MT",753,,,,,,,,,,,,,,,,,,,,,,,,,,,129500,120000,124900,129500,129700,130000,129000,122000,124500,120000,124950,125000,119887.5,139900,159000,159000,159900,156750,149500,145000,139900,139900,134700,145950,149900,154450,159900,169000,169500,148600,138000,133900,138500,134450,138500,139000,142900,159250,166250,157000,153000,158500,159000,159000,155000,143700,140000,139450,139000,139000,143500,139950,139900,139000,134900,135000,139450,149000,145000,140000,144000,144900,154000,149900,151627.5,156750,154850,159000
"Angola, IN",754,194900,199650,194900,194900,195000,199700,194900,189900,195000,185150,179400,154250,150000,155000,162400,155000,153025,171200,159500,164950,167000,159900,159900,157500,149900,159900,161400,179700,178950,159900,153000,152950,149900,149900,162450,159500,159250,160000,162450,171450,171450,159950,164700,159000,159650,169900,153900,144500,140000,149900,149900,160661,165000,169900,159900,160000,160000,164450,168900,163900,154950,149900,154900,155000,159900,164500,175000,177500,177000,179950,189200,189900,194950,189650,189900,189700,193700,189900,179900,188250,189650,192500,183825,184575,184150,189900,189900,209512,207256,205500,207200,199900,197700,205500
"Dodge City, KS",755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128250,123250,118500,125000,129000,135000,128450,127200,126900,126450,126000,127900,129250,134250,134500,134450,148000,129000,129000,127900,123500,137500,138000,129000,139500,138000,139900,139900,144900,150000,144900,149450,155000,149900,149000,154500,154750,149900,146850,144950,145400,140950,139500,144000,142000,158000,168900,160000,160000,137450,147950,148250,159000,158000,155000
"Brenham, TX",756,169000,171000,181500,180000,179000,179500,184900,176000,180000,178300,180000,182450,185000,177000,189000,215000,212250,199999,199700,199900,199900,199900,199900,2e+05,199900,2e+05,199700,189900,189900,189500,2e+05,219750,199900,195750,2e+05,197000,197500,2e+05,2e+05,203455,2e+05,2e+05,205955,202250,217500,234750,237250,235250,228800,219000,225000,221500,224900,213300,213300,216050,216500,239000,247022,242350,247000,247044,271950,295000,279000,257850,240000,235000,247022,245000,269900,247044,252006,259900,279900,315000,297450,299450,299990,3e+05,301717,319500,320000,309750,299000,3e+05,285000,284600,275000,284900,284900,285000,296050,287500
"Jackson, OH",757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000,109000,118500,105000,105000,110000,110850,110000,109900,109000,109900,109900,109450,110450,109000,115950,114950,115950,119450,124950,114950,115900,99900,102450,117200,119500,119500,120000,115950,116900
"Brevard, NC",758,339000,335000,325000,324000,329000,327000,329700,325000,324900,325000,321000,299500,299500,315000,309000,319000,319000,299950,299000,299000,299000,298700,286000,285000,285000,283000,282000,297000,297500,295000,289950,289000,288500,282000,289900,298000,299000,298000,299000,298000,299000,299000,3e+05,299225,307450,319000,299984.5,299900,299000,295000,298850,299000,299900,299000,298500,299000,299000,298900,295000,294500,295000,295000,295000,289950,295000,298250,289900,289900,289900,295000,299000,299000,299000,325000,329000,329000,325000,339000,339900,339900,339000,342870,347000,349000,325000,320000,325000,329000,337000,344950,349000,349250,349250,357000
"Taos, NM",759,349000,342450,339000,339000,339900,339900,339000,341950,324500,319000,310000,299500,299000,299700,3e+05,299000,298000,299000,299000,299000,298000,289000,281000,289000,289000,275000,283500,279900,268600,275000,272500,275000,278000,275000,269000,265000,275000,265000,259000,262500,275000,285000,284500,289250,289950,285000,269000,275000,269950,289000,285000,279000,298300,299000,299900,299000,299000,299900,306999.5,299999,299000,295000,299000,299000,299000,315000,310500,315000,325000,320000,325000,319500,299900,307000,319000,324500,325000,322000,325000,329000,329000,329000,325000,315000,320000,324900,319000,315000,325000,338500,339000,339000,345000,339000
"Malvern, AR",760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159450,159450,159450,140000,139950,126400,126450,141500,135000,139900,139900,140000,148950,147250,142450,141250,140000,144900,142500,144700,135500,139000,128200,119900,128200,120400,124450,122075,119500,119750,139000
"Troy, AL",761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139500,149000,149450,149900,149900,132450,129900,130000,141399,139000,139000,137500,152400,156950,159450,159500,159500,171900,162450,162450,164900,161000,144000,149450,139900,149900,144500,139995,144000,139900,139747.5,147750,150900,149000,140000,145000,139900,141450,139900,142000,144500,149500,139900,139500,149500,155000,149900,148700,149500,155900,152900,149500,155950,149450
"Wabash, IN",762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79900,84900,84450,89450,84950,85000,95750,92950,94500,89900,90950,89700,89000,89000,84900,86000,84950,85000,85000,84900,84250,84900,84900,84900,84900,85000,86500,83500,83500,82750,85000,85000,88000,85000,86000,86750,89900
"Cambridge, MD",763,184900,183990,175000,165635,165000,160000,160000,167000,181450,179000,190000,176500,179297,180886,184500,179900,179900,179000,172500,169000,164950,163700.5,159900,159000,159850,159900,161000,150000,160000,165000,168140,160950,167840,165000,187000,184999.5,189500,188000,194950,199000,199000,199000,199000,197000,199000,199000,187250,188995,188990,189000,191950,191950,189900,179900,179945,190000,199500,199000,193700,185000,175000,178450,179900,179900,179900,189900,189500,189525,189000,178000,179000,174999,174999.5,169999,179450,189900,185000,185000,186700,184000,185000,184450,179900,179900,171000,172500,174999.5,182000,190200,190500,195200,209000,197700,212000
"Macomb, IL",764,129900,132400,129900,139700,139900,139900,139900,139900,139900,134900,134900,129900,129900,131848.5,129900,123750,119900,119950,114950,114900,117450,114900,105000,99900,99900,92450,101950,109900,114900,112000,114500,112000,112000,109900,109900,109900,122900,109900,109900,102900,99900,99500,99700,98500,99900,99900,96700,99900,99900,99900,99900,99900,99900,104900,104900,103450,99900,99000,99000,92000,90450,92500,94950,99900,106450,97450,94900,94900,92700,95900,94900,97500,98700,98900,99900,99900,99900,107900,99900,92400,91900,94500,89900,89900,89900,89500,89900,89900,89900,98800,97400,94900,94900,96900
"Vernal, UT",765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209950,214900,210000,215000,217000,209900,209900,2e+05,199900,199900,214900,215000,210000,219900,209000,214900,219950,219900,219900,209900,209900,199900,210000,215000,204500,199900,199950,199900,199900,198900,189500,179900,179900,179900,174950,174900,170000,174900,175000,169900,169900,165500,173900,170000,169450,165000,175000,189450,184900,184900,180000,180000,184900
"Kingsville, TX",766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155000,155950,151460.5,158500,157000,157000,159000,150000,149900,147500,134900,139000,149500,135000,129900,129900,129900,132050,132050,134900,134900
"Madison, IN",767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129900,124900,123900,115450,117500,124425,124900,129900,129900,134900,129900,129900,129900,129900,126950,119900,119000,119900,125900,124900,129700,119900,120000,119900,117200,119900,118950,118500,119900,129900,126700,124900,124900,115000,114900,118450,119900,123950,119900,119450,119900,124500,124900,128450,124900,129900,134900,134900,132900,129900,121400,129900,136500,145400,139900,139900,149900,149900,144900
"Mount Pleasant, TX",768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184900,176900,159949.5,169900,170000,169900,169900,178000,169900,157000,178000,182400,179000,179900,179000,179450,169900,169500,161450,154500,149900,159900,159000,149900,159900,158250,175000,175000,179000,179900,174500,169900,174500,174250,179240,179900,179950,179900,179700,169500,173500,188900,189480,189000
"Paris, TN",769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115877,112385,115000,115000,105000,94250,105000,117038,115700,115500,115500,109000,118750,119500,120000,121500,125000,119900,124000,125000,129000,129250,134500,135000,134950,134950,132700,129700,129950,130000,129950,129000,128500,129500,124900,124950,124600,128500,129600,129600,124800,125000,122600,122600,121500,118450,117000,115950,119250,124900,129950,129900,127950,128700
"Columbus, NE",770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164000,145000,143000,139900,139900,139900,139900,149900,156000,148500,138200,139900,139900,139900,145400,144900,144900,139900,139900,144900,146100,149900,139900,135000,134250,152000,144900,141200,144900,144900,161000,183900,187450,185200,190950,186500,190950,190950,182450,177900,169900,172400,175000,175000,179900,179900,179900,184900,182450,190000,175000,178500
"Brookings, SD",771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199450,199000,204480,199500,194900,198700,194900,194900,199900,198500,202400,209900,209900,199000,192450,196250,202950,199900,199900
"Kennett, MO",772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85000,81000,78750,78750,78000,71000,68250,70000,71900,72250,69500,79750,79000,75950,65000,69900,73440,75000,79900,79900,79700,86250,84250,70000,73750,79200,79900,79950,79900,79900,79900,79900,79900,81900,79450,79900,79900,85000,85499,85000,85000,85000,85000,88250,89250,89000,81500,79900,75000,75000,81900,89925,83200,79900
"Beeville, TX",773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155950,149000,149000,149500,149700,160375,169900,170000,170000,170000,169900,157900,166500,166500,170245,175000,174000,179000,169000,158000
"Miami, OK",774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75000,75000,74900,71000,69000,69000,74900,77900,80700,78500,77249,79900,77749.5,78000,79500,81750,89900,81000,83000,83750,86900,85950,85000,85000,84000,82950,84494,85000,83950,84900,84900,84000,79900,79900,79000,88500,84500,82500,83500,83500,84500,85000,85000,84950,86950,89500,89000,82500
"Dayton, TN",775,137900,139250,139900,139900,143500,143500,145000,149450,159900,158000,159900,159900,149900,149900,149900,149000,149900,155000,148900,149000,143500,144500,137500,135000,135000,131200,124900,127900,124200,119900,120000,124900,119950,122400,119450,118750,128750,129900,138500,149000,157000,164900,163500,158900,149950,149900,139450,145950,144900,147900,150000,159000,159000,159900,159900,159000,156000,155000,149900,149900,146100,139000,139900,140000,143900,144400,149900,154750,149900,149900,149900,149950,150000,149900,159000,154500,152000,145900,149900,149900,149950,149900,159000,157750,150000,149900,154900,159000,167450,169000,169900,175000,179500,172800
