id,alcohol_content,bonus_reward_miles,bonus_reward_miles_ends_on,clearance_sale_savings_in_cents,description,has_bonus_reward_miles,has_clearance_sale,has_limited_time_offer,has_value_added_promotion,image_thumb_url,image_url,inventory_count,inventory_price_in_cents,inventory_volume_in_milliliters,is_dead,is_discontinued,is_kosher,is_ocb,is_seasonal,is_vqa,limited_time_offer_ends_on,limited_time_offer_savings_in_cents,name,origin,package,package_unit_type,package_unit_volume_in_milliliters,price_in_cents,price_per_liter_in_cents,price_per_liter_of_alcohol_in_cents,primary_category,producer_name,product_no,regular_price_in_cents,released_on,secondary_category,serving_suggestion,stock_type,style,sugar_content,sugar_in_grams_per_liter,tags,tasting_note,tertiary_category,total_package_units,updated_at,value_added_promotion_description,varietal,volume_in_milliliters
38505,4000,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/38505/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/38505/images/full.jpeg,38189,225506045,66830750,False,False,False,False,False,False,2017-12-31,100,Smirnoff Vodka,"Canada, Region Not Specified",1750 mL bottle,bottle,1750,5905,3374,843,Spirits,Schenley / Diageo,38505,6005,2017-05-29,Vodka,Perfect for creating any variety of cocktails!,LCBO,Clean & Classic,,,smirnoff vodka spirits canada region not specified schenley diageo bottle,"Founded in 1864 by Pyotr Arsenievich Smirnov, what we now call Smirnoff was the first vodka to use charcoal filtration in the distillation process. This charcoal filtration produces a spirit that is ideal for mixing because of its smooth and clean palate; perfect in a Moscow Mule.",Unflavoured Vodka,1,2017-11-30T14:37:25.228Z,,Corn,1750
605956,1700,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/605956/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/605956/images/full.jpeg,57773,236580435,65861220,False,False,False,False,False,False,,0,Baileys Original Irish Cream,"Ireland, Region Not Specified",1140 mL bottle,bottle,1140,4095,3592,2113,Spirits,R & a Bailey & Co Ltd,605956,4095,,Liqueur/Liquor,,LCBO,Smooth & Creamy,,,baileys original irish cream spirits liqueurliquor ireland region not specified r a bailey co ltd bottle,,Cream,1,2017-11-30T14:17:39.321Z,Baileys Holiday Mug,,1140
669465,1330,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/669465/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/669465/images/full.jpeg,15423,61614885,61692000,False,False,False,False,False,False,2017-12-31,300,French Cross Pinot Grigio Bag in Box,"Canada, Region Not Specified",4000 mL bagnbox,bagnbox,4000,3995,998,750,Wine,Andrew Peller Limited,669465,4295,,White Wine,,LCBO,Light & Crisp,XD - Extra Dry,5,french cross pinot grigio bag in box wine white canada region not specified andrew peller limited bagnbox,,,1,2017-11-30T14:25:45.605Z,,Pinot Grigio,4000
216689,4000,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/216689/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/216689/images/full.jpeg,53945,212813025,61497300,False,False,False,False,False,False,2017-12-31,130,J.P. Wiser's Deluxe,"Canada, Region Not Specified",1140 mL bottle,bottle,1140,3945,3460,865,Spirits,Corby Spirit and Wine Limited,216689,4075,,Whisky/Whiskey,,LCBO,Subtle & Sweet,,,jp wiser's wisers deluxe spirits whiskywhiskey canada region not specified corby spirit and wine limited bottle,,Canadian Whisky,1,2017-11-30T14:28:11.961Z,,Canada,1140
35386,1350,0,,0,"This sets the benchmark for New Zealand's intensely flavourful style of Sauvignon Blanc: think gooseberry, pea pods and passion fruit. Vivid and refreshing, it pairs well with steamed clams or mussels with asparagus risotto, or grilled chicken.",False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/35386/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/35386/images/full.jpeg,81226,137678070,60919500,False,False,False,False,False,False,2017-12-31,300,Kim Crawford Sauvignon Blanc,"New Zealand, Marlborough",750 mL bottle,bottle,750,1695,2260,1674,Wine,Constellation Brands Inc.,35386,1995,2017-04-03,White Wine,,VINTAGES,Aromatic & Flavourful,XD - Extra Dry,4,kim crawford sauvignon blanc wine white new zealand marlborough constellation brands inc bottle,"This sets the benchmark for New Zealand's intensely flavourful style of Sauvignon Blanc: think gooseberry, pea pods and passion fruit. Vivid and refreshing, it pairs well with steamed clams or mussels with asparagus risotto, or grilled chicken.",,1,2017-11-30T14:29:15.753Z,,Sauvignon Blanc,750
487256,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/487256/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/487256/images/full.jpeg,30568,44323600,60524640,False,False,False,False,False,False,,0,Stella Artois,"Belgium, Region Not Specified",6x330 mL bottle,bottle,330,1450,732,1464,Beer,N.V.INTERBREW. Belgium,487256,1450,,Lager,,LCBO,Light & Malty,,,stella artois beer lager belgium region not specified nvinterbrew bottle,,Pale Lager,6,2017-11-30T14:37:57.924Z,,European Lager,1980
234369,1350,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/234369/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/234369/images/full.jpeg,80518,120374410,60388500,False,False,False,False,False,False,2017-12-31,200,Apothic Red,"USA, California",750 mL bottle,bottle,750,1495,1993,1476,Wine,E. & J. Gallo Winery,234369,1695,,Red Wine,,LCBO,Full-bodied & Smooth,D - Dry,17,apothic red wine usa california e j gallo winery bottle,,,1,2017-11-30T14:17:05.052Z,,Blend,750
279307,450,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/279307/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/279307/images/full.jpeg,120585,37381350,60292500,False,False,False,False,False,False,,0,Somersby Apple Cider,"Denmark, Region Not Specified",500 mL can,can,500,310,620,1377,Ciders,Carlsberg Canada Inc.,279307,310,,Cider,,LCBO,Sweet & Fruity,,86,somersby apple cider ciders denmark region not specified carlsberg canada inc can,,Flavoured Cider,1,2017-11-30T14:37:32.668Z,,Cider,500
893,4000,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/893/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/893/images/full.jpeg,77622,203757750,58216500,False,False,False,False,False,False,2017-12-31,200,J.P. Wiser's Deluxe Whisky,"Canada, Region Not Specified",750 mL bottle,bottle,750,2625,3500,875,Spirits,Corby Spirit and Wine Limited,893,2825,,Whisky/Whiskey,,LCBO,Subtle & Sweet,,,jp wiser's wisers deluxe whisky spirits whiskywhiskey canada region not specified corby spirit and wine limited bottle,,Canadian Whisky,1,2017-11-30T14:28:12.330Z,,Canada,750
397638,520,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/397638/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/397638/images/full.jpeg,122682,25027128,58028586,False,False,False,False,False,False,,0,Lowenbrau Original,"Canada, Ontario",473 mL can,can,473,204,431,829,Beer,Labatt Breweries Ontario,397638,204,2016-04-18,Lager,Pair with grilled sausage or burgers,LCBO,Light & Hoppy,,,lowenbrau original beer lager canada ontario labatt breweries can,"Brewed to the original Lowenbrau recipe that dates back to 1383; it pours a pale straw colour with a thin head. The nose is fragrant with Hallertau hops providing citrus/grassy notes while the palate is light with average carbonation, balanced citrus bitterness and a touch of malt sweetness followed by a crisp finish.",Pale Lager,1,2017-11-30T14:30:41.429Z,,European Lager,473
693093,470,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/693093/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/693093/images/full.jpeg,26059,33746405,55505670,False,False,False,False,False,False,,0,Miller Genuine Draft,"USA, Wisconsin",6x355 mL bottle,bottle,355,1295,607,1293,Beer,Miller Brewing Company,693093,1295,,Lager,,LCBO,Light & Malty,,,miller genuine draft beer lager usa wisconsin brewing company bottle,,Pale Lager,6,2017-11-30T14:32:01.455Z,Jagermeister ( revised ),North American Lager,2130
114694,4000,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/114694/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/114694/images/full.jpeg,30488,185824360,53354000,False,False,False,False,False,False,,0,Crown Royal Whisky,"Canada, Region Not Specified",1750 mL bottle,bottle,1750,6095,3482,870,Spirits,The Crown Royal Distilling Co.,114694,6095,,Whisky/Whiskey,,LCBO,Subtle & Sweet,,,crown royal whisky spirits whiskywhiskey canada region not specified the distilling co bottle,,Canadian Whisky,1,2017-11-30T14:22:39.921Z,2 x Crown Royal Harvest Rye 50ml,Canada,1750
216929,4000,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/216929/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/216929/images/full.jpeg,46469,183320205,52974660,False,False,False,False,False,False,,0,Smirnoff Vodka,"Canada, Region Not Specified",1140 mL bottle,bottle,1140,3945,3460,865,Spirits,Schenley / Diageo,216929,3945,2017-05-29,Vodka,Perfect for creating any variety of cocktails!,LCBO,Clean & Classic,,,smirnoff vodka spirits canada region not specified schenley diageo bottle,"Founded in 1864 by Pyotr Arsenievich Smirnov, what we now call Smirnoff was the first vodka to use charcoal filtration in the distillation process. This charcoal filtration produces a spirit that is ideal for mixing because of its smooth and clean palate; perfect in a Moscow Mule.",Unflavoured Vodka,1,2017-11-30T14:37:25.103Z,Baileys 50ml,Corn,1140
921478,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/921478/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/921478/images/full.jpeg,24332,23115400,51827160,False,False,False,False,False,False,,0,Pabst Blue Ribbon,"Canada, Ontario",6x355 mL can,can,355,950,446,892,Beer,Sleeman Brewing & Malting Co,921478,950,,Lager,,LCBO,Light & Malty,,,pabst blue ribbon beer lager canada ontario sleeman brewing malting co can,,Pale Lager,6,2017-11-30T14:33:33.905Z,,North American Lager,2130
377820,1150,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/377820/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/377820/images/full.jpeg,33640,57019800,50460000,False,False,False,False,False,False,2017-12-31,200,Jackson-Triggs Merlot,"Canada, Ontario",1500 mL bottle,bottle,1500,1695,1130,982,Wine,Jackson-Triggs Winery,377820,1895,,Red Wine,,LCBO,Full-bodied & Smooth,D - Dry,9,jackson triggs jackson-triggs jacksontriggs merlot wine red canada ontario winery bottle,,,1,2017-11-30T14:28:18.811Z,,Merlot,1500
45898,4000,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/45898/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/45898/images/full.jpeg,28166,171671770,49290500,False,False,False,False,False,False,,0,Bacardi Superior Rum,"Puerto Rico, Region Not Specified",1750 mL bottle,bottle,1750,6095,3482,870,Spirits,Bacardi Canada Inc.,45898,6095,,Rum,,LCBO,Subtle & Sweet,,,bacardi superior rum spirits puerto rico region not specified canada inc bottle,,White,1,2017-11-30T14:17:34.746Z,50ml Bacardi Banana with Necktag,White Rum,1750
908640,400,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/908640/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/908640/images/full.jpeg,5751,24700545,48998520,False,False,False,False,False,False,,0,Bud Light,"Canada, Ontario",24x355 mL can,can,355,4295,504,1260,Beer,Labatt Breweries Ontario,908640,4295,,Lager,,LCBO,Light & Malty,,,bud light beer lager canada ontario labatt breweries can,,Light Lager,24,2017-11-30T14:19:13.297Z,,Light Lager,8520
459818,500,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/459818/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/459818/images/full.jpeg,16275,23191875,48825000,False,False,False,False,False,False,2017-12-31,125,Sapporo Premium Beer,"Canada, Ontario",6x500 mL can,can,500,1425,475,950,Beer,Sleeman Brewing & Malting Co,459818,1550,,Lager,,LCBO,Light & Malty,,,sapporo premium beer lager canada ontario sleeman brewing malting co can,,Pale Lager,6,2017-11-30T14:36:34.194Z,,Asian Lager,3000
589069,1150,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/589069/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/589069/images/full.jpeg,11926,42873970,47704000,False,False,False,False,False,False,2017-12-31,200,French Cross Red Bag in Box,"Canada, Region Not Specified",4000 mL bagnbox,bagnbox,4000,3595,898,781,Wine,Andrew Peller Limited,589069,3795,,Red Wine,,LCBO,Medium-bodied & Fruity,D - Dry,12,french cross red bag in box wine canada region not specified andrew peller limited bagnbox,,,1,2017-11-30T14:25:45.962Z,,Blend,4000
487264,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/487264/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/487264/images/full.jpeg,93172,27951600,46586000,False,False,False,False,False,False,,0,Stella Artois,"Belgium, Region Not Specified",500 mL can,can,500,300,600,1200,Beer,N.V.INTERBREW. Belgium,487264,300,,Lager,,LCBO,Light & Malty,,,stella artois beer lager belgium region not specified nvinterbrew can,,Pale Lager,1,2017-11-30T14:37:57.672Z,,European Lager,500
88815,550,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/88815/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/88815/images/full.jpeg,93089,19548690,46544500,False,False,False,False,False,False,,0,Tatra Beer,"Poland, Region Not Specified",500 mL can,can,500,210,420,763,Beer,Zywiec Breweries Plc,88815,210,,Lager,,LCBO,Light & Malty,,,tatra beer lager poland region not specified zywiec breweries plc can,,Pale Lager,1,2017-11-30T14:38:34.077Z,,European Lager,500
193490,1700,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/193490/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/193490/images/full.jpeg,26354,155356830,46119500,False,False,False,False,False,False,2017-12-31,300,Baileys Original Irish Cream,"Ireland, Region Not Specified",1750 mL bottle,bottle,1750,5895,3368,1981,Spirits,R & a Bailey & Co Ltd,193490,6195,,Liqueur/Liquor,,LCBO,Smooth & Creamy,,,baileys original irish cream spirits liqueurliquor ireland region not specified r a bailey co ltd bottle,,Cream,1,2017-11-30T14:17:39.442Z,,,1750
905976,500,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/905976/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/905976/images/full.jpeg,97184,22838240,45968032,False,False,False,False,False,False,2017-12-31,19,Budweiser,"Canada, Ontario",473 mL can,can,473,235,496,993,Beer,Labatt Breweries Ontario,905976,254,,Lager,,LCBO,Light & Malty,,,budweiser beer lager canada ontario labatt breweries can,,Pale Lager,1,2017-11-30T14:19:14.512Z,,North American Lager,473
