id,alcohol_content,bonus_reward_miles,bonus_reward_miles_ends_on,clearance_sale_savings_in_cents,description,has_bonus_reward_miles,has_clearance_sale,has_limited_time_offer,has_value_added_promotion,image_thumb_url,image_url,inventory_count,inventory_price_in_cents,inventory_volume_in_milliliters,is_dead,is_discontinued,is_kosher,is_ocb,is_seasonal,is_vqa,limited_time_offer_ends_on,limited_time_offer_savings_in_cents,name,origin,package,package_unit_type,package_unit_volume_in_milliliters,price_in_cents,price_per_liter_in_cents,price_per_liter_of_alcohol_in_cents,primary_category,producer_name,product_no,regular_price_in_cents,released_on,secondary_category,serving_suggestion,stock_type,style,sugar_content,sugar_in_grams_per_liter,tags,tasting_note,tertiary_category,total_package_units,updated_at,value_added_promotion_description,varietal,volume_in_milliliters
594341,1350,0,,0,"'Toasted Head' means the whole barrel was toasted, giving the wines more intense smoky flavours. This Chard has apricot, tropical fruit, grilled pecan and smoky apple-cinnamon flavours. Pair with barbecued shrimp kebabs or stuffed pork tenderloin.",False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/594341/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/594341/images/full.jpeg,24134,38493730,18100500,False,False,False,False,False,False,2017-12-31,300,Toasted Head Chardonnay,"USA, California",750 mL bottle,bottle,750,1595,2126,1575,Wine,R.H. Phillips Vineyard & Winery,594341,1895,2017-04-03,White Wine,,VINTAGES,Full-bodied & Rich,XD - Extra Dry,5,toasted head chardonnay wine white usa california rh phillips vineyard winery bottle,"'Toasted Head' means the whole barrel was toasted, giving the wines more intense smoky flavours. This Chard has apricot, tropical fruit, grilled pecan and smoky apple-cinnamon flavours. Pair with barbecued shrimp kebabs or stuffed pork tenderloin.",,1,2017-11-30T14:39:22.895Z,,Chardonnay,750
16907,520,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/16907/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/16907/images/full.jpeg,38266,10331820,18099818,False,False,False,False,False,False,,0,Rickard's Red,"Canada, Ontario",473 mL can,can,473,270,570,1097,Beer,Molson's Brewery of Canada Limited,16907,270,,Ale,,LCBO,Medium & Malty,,,rickard's rickards red beer ale canada ontario molson's molsons brewery of limited can,,Scottish & Irish Ale,1,2017-11-30T14:35:28.713Z,,Irish Red Ale,473
334151,4000,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/334151/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/334151/images/full.jpeg,15839,62960025,18056460,False,False,False,False,False,False,,0,Bacardi Superior Rum Pet,"Puerto Rico, Region Not Specified",1140 mL bottle,bottle,1140,3975,3486,871,Spirits,Bacardi Canada Inc.,334151,3975,,Rum,,LCBO,Subtle & Sweet,,,bacardi superior rum pet spirits puerto rico region not specified canada inc bottle,,White,1,2017-11-30T14:17:34.978Z,Red Jigger,White Rum,1140
557553,600,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/557553/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/557553/images/full.jpeg,12021,15567195,18031500,False,False,False,False,False,False,,0,Wild Vines Strawberry White Zinfandel,"USA, Region Not Specified",1500 mL bottle,bottle,1500,1295,863,1438,Wine,E. & J. Gallo Winery,557553,1295,,Specialty Wines,,LCBO,Crisp & Berry Fruit,S - Sweet,74,wild vines strawberry white zinfandel wine specialty wines usa region not specified e j gallo winery bottle,,Flavoured Wine,1,2017-11-30T14:40:58.109Z,,Flavoured Wine,1500
491290,700,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/491290/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/491290/images/full.jpeg,38109,11242155,18025557,False,False,False,False,False,False,,0,Pop Shoppe Hard Cream Soda,"Canada, Quebec",473 mL can,can,473,295,623,890,Ready-to-Drink/Coolers,Blue Spike Beverages,491290,295,,Coolers,,LCBO,,,,pop shoppe hard cream soda ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers canada quebec blue spike beverages can,,,1,2017-11-30T14:34:40.704Z,,,473
328534,1250,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/328534/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/328534/images/full.jpeg,24001,21456894,18000750,False,False,False,False,False,False,2017-12-31,201,Jackson-Triggs Cabernet Sauvignon,"Canada, Region Not Specified",750 mL bottle,bottle,750,894,1192,953,Wine,"Arterra Wines Canada, Inc.",328534,1095,,Red Wine,,LCBO,Medium-bodied & Fruity,D - Dry,10,jackson triggs jackson-triggs jacksontriggs cabernet sauvignon wine red canada region not specified arterra wines inc bottle,,,1,2017-11-30T14:28:17.139Z,,Cabernet Sauvignon,750
464065,600,0,,0,,False,False,False,False,,,19063,9531500,17995472,False,False,False,False,False,False,,0,Molson Canadian Cold Shots,"Canada, Ontario",4x236 mL can,can,236,500,529,882,Beer,Molson's Brewery of Canada Limited,464065,500,,Lager,,LCBO,Light & Malty,,,molson canadian cold shots beer lager canada ontario molson's molsons brewery of limited can,,Strong Lager,4,2017-11-30T14:32:14.180Z,,Strong Lager,944
112672,4000,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/112672/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/112672/images/full.jpeg,10283,60721115,17995250,False,False,False,False,False,False,,0,Wiser's Special Blend Whisky,"Canada, Region Not Specified",1750 mL bottle,bottle,1750,5905,3374,843,Spirits,Corby Spirit and Wine Limited,112672,5905,,Whisky/Whiskey,,LCBO,Subtle & Sweet,,,wiser's wisers special blend whisky spirits whiskywhiskey canada region not specified corby spirit and wine limited bottle,,Canadian Whisky,1,2017-11-30T14:41:04.706Z,,Canada,1750
478412,500,0,,0,,False,False,False,False,,,37988,7407660,17968324,False,False,False,False,False,False,,0,Old Style Pilsner,"Canada, Ontario",473 mL can,can,473,195,412,824,Beer,Molson's Brewery of Canada Limited,478412,195,,Lager,,LCBO,Light & Malty,,,old style pilsner beer lager canada ontario molson's molsons brewery of limited can,,Pale Lager,1,2017-11-30T14:33:17.933Z,,German Pilsner,473
615187,490,0,,0,,False,False,False,False,,,2106,8624070,17943120,False,False,False,False,False,False,,0,Carling Lager,"Canada, Ontario",24x355 mL can,can,355,4095,480,980,Beer,Molson's Brewery of Canada Limited,615187,4095,,Lager,,LCBO,Light & Malty,,,carling lager beer canada ontario molson's molsons brewery of limited can,,Pale Lager,24,2017-11-30T14:19:54.802Z,,North American Lager,8520
387159,1250,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/387159/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/387159/images/full.jpeg,11914,22338750,17871000,False,False,False,False,False,False,,0,Bodacious Smooth Red,"Canada, Ontario",1500 mL bottle,bottle,1500,1875,1250,1000,Wine,"Arterra Wines Canada, Inc.",387159,1875,,Red Wine,,LCBO,Full-bodied & Smooth,M - Medium,26,bodacious smooth red wine canada ontario arterra wines inc bottle,,,1,2017-11-30T14:18:36.736Z,,Shiraz/Cabernet Sauvignon,1500
74393,1700,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/74393/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/74393/images/full.jpeg,47424,87497280,17784000,False,False,False,False,False,False,,0,Baileys Original Irish Cream,"Ireland, Region Not Specified",375 mL bottle,bottle,375,1845,4920,2894,Spirits,R & a Bailey & Co Ltd,74393,1845,,Liqueur/Liquor,,LCBO,Smooth & Creamy,,,baileys original irish cream spirits liqueurliquor ireland region not specified r a bailey co ltd bottle,,Cream,1,2017-11-30T14:17:39.064Z,,,375
589028,1150,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/589028/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/589028/images/full.jpeg,4445,16868775,17780000,False,False,False,False,False,False,,0,French Cross Blush Bag in Box,"Canada, Region Not Specified",4000 mL bagnbox,bagnbox,4000,3795,948,825,Wine,Andrew Peller Limited,589028,3795,,Rosé Wine,,LCBO,Soft & Off-dry,M - Medium,26,french cross blush bag in box wine rosé canada region not specified andrew peller limited bagnbox rose,,,1,2017-11-30T14:25:43.876Z,,Rosé,4000
434092,4500,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/434092/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/434092/images/full.jpeg,23464,78487080,17598000,False,False,False,False,False,False,2017-12-31,200,Crown Royal Northern Harvest Rye,"Canada, Manitoba",750 mL bottle,bottle,750,3345,4460,991,Spirits,The Crown Royal Distilling Co.,434092,3545,,Whisky/Whiskey,,LCBO,Medium & Spicy,,,crown royal northern harvest rye spirits whiskywhiskey canada manitoba the distilling co bottle,,Canadian Whisky,1,2017-11-30T14:22:38.832Z,,,750
464149,1450,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/464149/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/464149/images/full.jpeg,23449,49125655,17586750,False,False,False,False,False,False,,0,Robert Mondavi Private Selection Bourbon Barrel Cabernet Sauvignon,"USA, California",750 mL bottle,bottle,750,2095,2793,1926,Wine,Robert Mondavi Winery,464149,2095,2016-11-18,Gift and Sampler Packs,The sweet rich dark flavours here are the perfect complement to bourbon glazed ribs and charcuterie.,LCBO,,XD - Extra Dry,6,robert mondavi private selection bourbon barrel cabernet sauvignon wine gift and sampler packs usa california winery bottle,"Aged in used bourbon barrels, this rich California red has notes of cassis, black cherry, vanilla and oak. It makes a great gift for the barbecue-and-bourbon fan.",Red,1,2017-11-30T14:35:37.110Z,,Cabernet Sauvignon,750
643619,1700,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/643619/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/643619/images/full.jpeg,23396,79429420,17547000,False,False,False,False,False,False,,0,Baileys Irish Cream With Glasses Gift Pack,"Ireland, Region Not Specified",750 mL bottle,bottle,750,3395,4526,2662,Spirits,R & a Bailey & Co Ltd,643619,3395,,Liqueur/Liquor,,LCBO,Smooth & Creamy,,,baileys irish cream with glasses gift pack spirits liqueurliquor ireland region not specified r a bailey co ltd bottle,,Cream,1,2017-11-30T14:17:38.791Z,,,750
216721,4000,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/216721/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/216721/images/full.jpeg,15358,61048050,17508120,False,False,False,False,False,False,2017-12-31,100,Tanqueray Dry Gin,"United Kingdom, England",1140 mL bottle,bottle,1140,3975,3486,871,Spirits,Udv - Laindon,216721,4075,,Gin,,LCBO,Medium & Juniper,,,tanqueray dry gin spirits united kingdom england udv -  laindon bottle,,,1,2017-11-30T14:38:30.460Z,,,1140
257170,1200,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/257170/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/257170/images/full.jpeg,11620,17371900,17430000,False,False,False,False,False,False,,0,Cono Sur Tocornal Cabernet Sauvignon Merlot,"Chile, Region Not Specified",1500 mL bottle,bottle,1500,1495,996,830,Wine,Vina Cono Sur,257170,1495,,Red Wine,,LCBO,Medium-bodied & Fruity,D - Dry,6,cono sur tocornal cabernet sauvignon merlot wine red chile region not specified vina bottle,,,1,2017-11-30T14:22:11.146Z,,Cabernet/Merlot,1500
396804,700,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/396804/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/396804/images/full.jpeg,4357,13920615,17428000,False,False,False,False,False,False,,0,Brights House White,"Canada, Region Not Specified",4000 mL bagnbox,bagnbox,4000,3195,798,1141,Wine,"Arterra Wines Canada, Inc.",396804,3195,,White Wine,,LCBO,Off-dry & Fruity,D - Dry,16,brights house white wine canada region not specified arterra wines inc bagnbox,,,1,2017-11-30T14:19:05.458Z,,Blend,4000
450130,400,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/450130/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/450130/images/full.jpeg,12263,12189422,17413460,False,False,False,False,False,False,,0,Smirnoff Ice Light Raspberry & Soda,"Canada, Quebec",4x355 mL can,can,355,994,700,1750,Ready-to-Drink/Coolers,U.D.V. Canada Inc,450130,994,2016-02-26,Coolers,"Juicy and lively, this cooler is perfect for casual sipping or a great match for fruit salads.",LCBO,,,,smirnoff ice light raspberry soda ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers canada quebec udv inc can,"A lighter version of the original flavoured cocktail from Smirnoff this light and refreshing, fruity offer is perfectly balanced with notes of raspberry jam. The palate is light and fruity with lively carbonation.",,4,2017-11-30T14:37:21.850Z,,,1420
155051,1300,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/155051/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/155051/images/full.jpeg,23184,50888880,17388000,False,False,False,False,False,False,,0,Masi Campofiorin IGT,"Italy, Veneto",750 mL bottle,bottle,750,2195,2926,2251,Wine,Masi Agricola S.P.A.,155051,2195,2016-06-28,Red Wine,"Enjoy with pasta in meat sauce, grilled or roasted red or game meats and aged cheeses.",LCBO,Full-bodied & Smooth,XD - Extra Dry,3,masi campofiorin igt wine red italy veneto agricola spa bottle,"Deep ruby red colour; aromas of ripe red cherries and spice; the palate is extra dry, full-bodied with dominating flavours of cherries, red berry fruit and a nice backbone of spice; tannins are soft and the finish is medium.",,1,2017-11-30T14:31:24.734Z,Gift Box,Ripasso,750
444497,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/444497/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/444497/images/full.jpeg,8135,10006050,17327550,False,False,False,False,False,False,,0,American Vintage Lemon Hard Iced Tea,"Canada, Ontario",6x355 mL can,can,355,1230,577,1154,Ready-to-Drink/Coolers,Mike's Beverage Company,444497,1230,2016-03-03,Coolers,"Consider this for Asian inspired, aromatic dishes like pad thai or stir-fry.",LCBO,Smooth & Citrus,,,american vintage lemon hard iced tea ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers canada ontario mike's mikes beverage company can,"Brewed from real tea leaves that impart an authentic character; cloudy, amber in appearance with aromas of tea, white flowers, and citrus; the palate is light with a moderate sweetness balanced by a light bitterness coming through the slow-brewed tea leaves.  Refreshing with flavours of citrus, tea, and dried floral.",,6,2017-11-30T14:16:50.022Z,,Medium Sweet,2130
306472,1250,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/306472/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/306472/images/full.jpeg,11533,17241835,17299500,False,False,False,False,False,False,,0,Cono Sur Tocornal Sauvignon Blanc,"Chile, Region Not Specified",1500 mL bottle,bottle,1500,1495,996,797,Wine,Vina Cono Sur,306472,1495,,White Wine,,LCBO,Light & Crisp,XD - Extra Dry,5,cono sur tocornal sauvignon blanc wine white chile region not specified vina bottle,,,1,2017-11-30T14:22:11.388Z,,Sauvignon Blanc,1500
275099,1250,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/275099/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/275099/images/full.jpeg,4316,15947620,17264000,False,False,False,False,False,False,,0,Jackson-Triggs Vidal Bag in Box,"Canada, Region Not Specified",4000 mL bagnbox,bagnbox,4000,3695,923,739,Wine,Jackson-Triggs Winery,275099,3695,,White Wine,,LCBO,Light & Crisp,D - Dry,11,jackson triggs jackson-triggs jacksontriggs vidal bag in box wine white canada region not specified winery bagnbox,,,1,2017-11-30T14:28:22.931Z,,Vidal,4000
41384,4000,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/41384/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/41384/images/full.jpeg,22960,80245200,17220000,False,False,False,False,False,False,,0,Jack Daniel's Tennessee Whiskey,"USA, Region Not Specified",750 mL bottle,bottle,750,3495,4660,1165,Spirits,Brown-Forman Louisville Operations,41384,3495,,Whisky/Whiskey,,LCBO,Medium & Sweet,,,jack daniel's daniels tennessee whiskey spirits whiskywhiskey usa region not specified brown forman brown-forman brownforman louisville operations bottle,,Bourbon/American Whiskey,1,2017-11-30T14:28:16.155Z,Gift Tin,Usa Whiskey,750
616938,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/616938/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/616938/images/full.jpeg,3232,9033440,17210400,False,False,False,False,False,False,,0,Budweiser,"Canada, Ontario",15x355 mL can,can,355,2795,524,1049,Beer,Labatt Breweries Ontario,616938,2795,,Lager,,LCBO,Light & Malty,,,budweiser beer lager canada ontario labatt breweries can,,Pale Lager,15,2017-11-30T14:19:15.391Z,,North American Lager,5325
177808,4000,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/177808/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/177808/images/full.jpeg,22943,60684235,17207250,False,False,False,False,False,False,2017-12-31,200,Appleton Estate V / X Signature Blend,"Jamaica, Region Not Specified",750 mL bottle,bottle,750,2645,3526,881,Spirits,Forty Creek Distillery,177808,2845,2017-07-07,Rum,"Use this flavourful signature rum to mix up a Jamaican Mule  1 oz Appleton Estate Signature Blend 2 oz Spicy Ginger Beer 1 Dash Angostura Bitters 3 Lime Wedges  Squeeze the limes into a highball glass, pressing them with a muddler. Add ice, build remaining ingredients into the glass and finish with a stir",LCBO,Medium & Fruity,,,appleton estate v x signature blend spirits rum jamaica region not specified forty creek distillery bottle,"Produced in the heart of Jamaica, this signature blend combines rums of different styles and ages. The result is a brilliant golden amber colour, complex aromas of sweet fruit, citrus, dried apricots, fresh peach, hints of molasses and oak; these continue onto a full-bodied palate with a soft, subtle finish.",Amber,1,2017-11-30T14:17:06.283Z,,Amber Rum,750
383711,1200,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/383711/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/383711/images/full.jpeg,22884,25057980,17163000,False,False,False,False,False,False,,0,Jackson-Triggs Merlot,"Canada, Ontario",750 mL bottle,bottle,750,1095,1460,1216,Wine,Jackson-Triggs Winery,383711,1095,,Red Wine,,LCBO,Full-bodied & Smooth,D - Dry,9,jackson triggs jackson-triggs jacksontriggs merlot wine red canada ontario winery bottle,,,1,2017-11-30T14:28:18.687Z,Holiday Bows,Merlot,750
465278,3000,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/465278/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/465278/images/full.jpeg,22863,63444825,17147250,False,False,False,False,False,False,,0,Smirnoff Peppermint Twist,"USA, Illinois",750 mL bottle,bottle,750,2775,3700,1233,Spirits,"The Smirnoff Co.,Usa",465278,2775,2016-12-01,Vodka,Serve this well chilled in your favourite holiday cocktail garnished with some candy cane dust.,LCBO,,,,smirnoff peppermint twist spirits vodka usa illinois the co bottle,"Deliciously cool and sweet, the candied peppermint pleaser makes a great gift for the candy cane lover on your list.",Flavoured Vodka,1,2017-11-30T14:37:23.336Z,,,750
106179,1150,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/106179/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/106179/images/full.jpeg,4259,14459305,17036000,False,False,False,False,False,False,,0,Domaine D'Or White,"Canada, Region Not Specified",4000 mL bagnbox,bagnbox,4000,3395,848,738,Wine,Andrew Peller Limited,106179,3395,,White Wine,,LCBO,Off-dry & Fruity,XD - Extra Dry,5,domaine d'or dor white wine canada region not specified andrew peller limited bagnbox,,,1,2017-11-30T14:23:26.368Z,,Blend,4000
215616,4000,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/215616/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/215616/images/full.jpeg,14929,68598755,17019060,False,False,False,False,False,False,,0,Jack Daniel's Tennessee Whiskey,"USA, Tennessee",1140 mL bottle,bottle,1140,4595,4030,1007,Spirits,Brown-Forman Louisville Operations,215616,4595,,Whisky/Whiskey,,LCBO,Medium & Sweet,,,jack daniel's daniels tennessee whiskey spirits whiskywhiskey usa brown forman brown-forman brownforman louisville operations bottle,,Bourbon/American Whiskey,1,2017-11-30T14:28:16.281Z,JD Fire 50ml,Usa Whiskey,1140
569400,550,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/569400/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/569400/images/full.jpeg,11941,12836575,16956220,False,False,False,False,False,False,,0,Mott's Clamato Caesar Extra Spicy,"Canada, Region Not Specified",4x355 mL bottle,bottle,355,1075,757,1376,Ready-to-Drink/Coolers,Mott's Canada,569400,1075,,Coolers,,LCBO,Bold & Spicy,,,mott's motts clamato caesar extra spicy ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers canada region not specified bottle,,Spicy,4,2017-11-30T14:32:30.384Z,,Savoury,1420
413138,450,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/413138/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/413138/images/full.jpeg,33894,10507140,16947000,False,False,False,False,False,False,,0,Somersby Pear Cider,"Denmark, Region Not Specified",500 mL can,can,500,310,620,1377,Ciders,Carlsberg Canada Inc.,413138,310,2016-04-18,Cider,Refreshing on its own or pair with spicy Indian curries.,LCBO,Sweet & Fruity,,87,somersby pear cider ciders denmark region not specified carlsberg canada inc can,"This popular pear cider is light and refreshing; on the nose you will find aromas of pear, green apple and lime with similar flavours on the medium-sweet palate.",Flavoured Cider,1,2017-11-30T14:37:33.046Z,,,500
406819,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/406819/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/406819/images/full.jpeg,7927,9710575,16884510,False,False,False,False,False,False,,0,Palm Bay Dragonfruit Watermelon Breeze,"Canada, Ontario",6x355 mL can,can,355,1225,575,1150,Ready-to-Drink/Coolers,Mike's Beverage Company,406819,1225,,Coolers,,LCBO,Crisp & Fruity,,,palm bay dragonfruit watermelon breeze ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers canada ontario mike's mikes beverage company can,,,6,2017-11-30T14:33:37.802Z,,Medium Sweet,2130
255380,409,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/255380/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/255380/images/full.jpeg,33440,9697600,16720000,False,False,False,False,False,False,,0,Pilsner Urquell,"Czech Republic, Region Not Specified",500 mL can,can,500,290,580,1418,Beer,Pilsner Urquell,255380,290,,Lager,,LCBO,Medium & Hoppy,,,pilsner urquell beer lager czech republic region not specified can,,Pale Lager,1,2017-11-30T14:34:29.169Z,,Bohemian (Czech) Pilsner,500
286187,1200,0,,0,,False,False,False,True,https://dx5vpyka4lqst.cloudfront.net/products/286187/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/286187/images/full.jpeg,11083,16569085,16624500,False,False,False,False,False,False,,0,Concha Y Toro Frontera Cabernet Sauvignon,"Chile, Region Not Specified",1500 mL bottle,bottle,1500,1495,996,830,Wine,Concha Toro S.A.,286187,1495,,Red Wine,,LCBO,Medium-bodied & Fruity,D - Dry,6,concha y toro frontera cabernet sauvignon wine red chile region not specified sa bottle,,,1,2017-11-30T14:22:06.622Z,Ritter Sport Chocolate,Cabernet Sauvignon,1500
904144,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/904144/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/904144/images/full.jpeg,7770,10062150,16550100,False,False,False,False,False,False,,0,Molson Canadian,"Canada, Ontario",6x355 mL can,can,355,1295,607,1215,Beer,Molson's Brewery of Canada Limited,904144,1295,,Lager,,LCBO,Light & Malty,,,molson canadian beer lager canada ontario molson's molsons brewery of limited can,,Pale Lager,6,2017-11-30T14:32:12.356Z,,North American Lager,2130
215889,4000,0,,0,,False,False,True,False,https://dx5vpyka4lqst.cloudfront.net/products/215889/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/215889/images/full.jpeg,14467,57506325,16492380,False,False,False,False,False,False,2017-12-31,150,Gibson's Finest Sterling Edition Whisky,"Canada, Region Not Specified",1140 mL bottle,bottle,1140,3975,3486,871,Spirits,William Grant & Sons Inc.,215889,4125,2016-08-09,Whisky/Whiskey,"Smooth and well-balanced, and with a touch of sweetness, this is an ideal whisky for classic cocktails.",LCBO,Subtle & Fruity,,,gibson's gibsons finest sterling edition whisky spirits whiskywhiskey canada region not specified william grant sons inc bottle,"Blended for subtlety and smoothness this pours a pale amber with gold highlights; the nose is subtle with aromas of spicy rye, citrus, toasted oak, dried fruit and caramel. Medium-bodied, with an approachable and silky mouthfeel; flavours of toasted grains, citrus, spice and baked apple come together on a elegant finish.",Canadian Whisky,1,2017-11-30T14:26:12.087Z,,Canada,1140
1826,700,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/1826/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/1826/images/full.jpeg,21975,19645650,16481250,False,False,False,False,False,False,,0,Spumante Bambino,"Canada, Region Not Specified",750 mL bottle,bottle,750,894,1192,1702,Wine,"Arterra Wines Canada, Inc.",1826,894,,Sparkling Wine,,LCBO,Light & Fruity,S - Sweet,72,spumante bambino wine sparkling canada region not specified arterra wines inc bottle,,White,1,2017-11-30T14:37:46.899Z,,Sparkling,750
450114,500,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/450114/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/450114/images/full.jpeg,7736,9476600,16477680,False,False,False,False,False,False,,0,Smirnoff Ice,"Canada, Quebec",6x355 mL can,can,355,1225,575,1150,Ready-to-Drink/Coolers,U.D.V. Canada Inc,450114,1225,2016-02-26,Coolers,This popular cooler is perfect for gatherings on hot summer days.,LCBO,,,,smirnoff ice ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers canada quebec udv inc can,"The ultimate refresher, Smirnoff Ice is a classic vodka-based cooler that offers lemonade-like flavours with medium carbonation which make it lively and cleansing.",,6,2017-11-30T14:37:20.582Z,,,2130
113332,2000,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/113332/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/113332/images/full.jpeg,16447,17187115,16447000,False,False,False,False,False,False,,0,Kelly's,"Canada, Region Not Specified",1000 mL bottle,bottle,1000,1045,1045,522,Wine,Andrew Peller Limited,113332,1045,,Specialty Wines,,LCBO,Sweet,S - Sweet,91,kelly's kellys wine specialty wines canada region not specified andrew peller limited bottle,,Vermouth/Aperitif,1,2017-11-30T14:29:06.610Z,,,1000
611392,550,0,,0,,False,False,False,False,https://dx5vpyka4lqst.cloudfront.net/products/611392/images/thumb.png,https://dx5vpyka4lqst.cloudfront.net/products/611392/images/full.jpeg,8035,12494425,16439610,False,False,False,False,False,False,,0,Mott's Clamato Caesar Extra Spicy,"USA, Region Not Specified",6x341 mL can,can,341,1555,760,1381,Ready-to-Drink/Coolers,Mott's Canada,611392,1555,,Coolers,,LCBO,Bold & Spicy,,,mott's motts clamato caesar extra spicy ready to drinkcoolers ready-to-drinkcoolers readytodrinkcoolers coolers usa region not specified canada can,,Spicy,6,2017-11-30T14:32:30.502Z,,Savoury,2046
